;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Place du GI Floy;1;P>25711;3,0;0,419;;;21/05/2013;07:50
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue A Gibert/Rue Renan;5;P>25715;4,0;0,434;;;21/05/2013;07:30
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue des Cannonniers;142;P>25729;3,0;0,442;;;21/05/2013;07:40
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue des Suzannes;14;P>25720;3,0;0,456;;;21/05/2013;08:50
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue du Petit Origny (place du marché);4;P>25714;4,0;0,998;;;21/05/2013;08:20
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue Varlet;3;P>25713;3,0;0,138;;;21/05/2013;08:35
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN EST;Bvd Roosevelt PORTEUR;17;P>25688;3,0;0,460;;;21/05/2013;09:00
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN NORD;Rue Alfred Clin (hors Heures scolaires);36;P>25682;3,0;0,823;;;21/05/2013;09:45
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Rue de Peronne mairie PORTEUR;23;P>25657;3,0;0,860;;;21/05/2013;10:25
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD EST;Rue de la Fère (friterie);58;P>25641;3,0;0,669;;;21/05/2013;06:20
